Portfolio_Name,As_of_Date,Fund_ID,Fund,Benchmark,Fund_Return,Benchmark_Return
Corporate Bond Portfolio,2016-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,13098,12233
Corporate Bond Portfolio,2016-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,13121,12242
Corporate Bond Portfolio,2016-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12873,12077
Corporate Bond Portfolio,2016-02-29,F-103,DBFDX,Bloomberg U.S. Corporate Index,11823,11751
Corporate Bond Portfolio,2016-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11745,11657
Corporate Bond Portfolio,2015-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11823,11615
Corporate Bond Portfolio,2015-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11967,11707
Corporate Bond Portfolio,2015-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12011,11732
Corporate Bond Portfolio,2015-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11878,11683
Corporate Bond Portfolio,2015-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11878,11597
Corporate Bond Portfolio,2015-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11988,11666
Corporate Bond Portfolio,2015-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11955,11588
Corporate Bond Portfolio,2015-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12163,11805
Corporate Bond Portfolio,2015-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,12239,11882
Corporate Bond Portfolio,2015-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12327,11966
Corporate Bond Portfolio,2015-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,12316,11928
Corporate Bond Portfolio,2015-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12370,12050
Corporate Bond Portfolio,2014-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12077,11695
Corporate Bond Portfolio,2014-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,12034,11688
Corporate Bond Portfolio,2014-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11969,11610
Corporate Bond Portfolio,2014-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11883,11492
Corporate Bond Portfolio,2014-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,12033,11661
Corporate Bond Portfolio,2014-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11862,11495
Corporate Bond Portfolio,2014-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11851,11501
Corporate Bond Portfolio,2014-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11819,11492
Corporate Bond Portfolio,2014-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11670,11337
Corporate Bond Portfolio,2014-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11532,11203
Corporate Bond Portfolio,2014-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,11501,11196
Corporate Bond Portfolio,2014-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11353,11080
Corporate Bond Portfolio,2013-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11174,10883
Corporate Bond Portfolio,2013-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11142,10901
Corporate Bond Portfolio,2013-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11142,10923
Corporate Bond Portfolio,2013-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,10923,10764
Corporate Bond Portfolio,2013-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10850,10689
Corporate Bond Portfolio,2013-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10933,10765
Corporate Bond Portfolio,2013-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,10820,10676
Corporate Bond Portfolio,2013-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11170,10979
Corporate Bond Portfolio,2013-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11417,11242
Corporate Bond Portfolio,2013-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11201,11041
Corporate Bond Portfolio,2013-02-28,F-103,DBFDX,Bloomberg U.S. Corporate Index,11201,11039
Corporate Bond Portfolio,2013-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11119,10954
Corporate Bond Portfolio,2012-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11201,11053
Corporate Bond Portfolio,2012-11-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11170,11060
Corporate Bond Portfolio,2012-10-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,11190,11077
Corporate Bond Portfolio,2012-09-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,11008,10937
Corporate Bond Portfolio,2012-08-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10907,10860
Corporate Bond Portfolio,2012-07-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10877,10836
Corporate Bond Portfolio,2012-06-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,10555,10533
Corporate Bond Portfolio,2012-05-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10485,10496
Corporate Bond Portfolio,2012-04-30,F-103,DBFDX,Bloomberg U.S. Corporate Index,10445,10417
Corporate Bond Portfolio,2012-03-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10325,10274
Corporate Bond Portfolio,2012-02-29,F-103,DBFDX,Bloomberg U.S. Corporate Index,10414,10374
Corporate Bond Portfolio,2012-01-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10316,10287
Corporate Bond Portfolio,2011-12-31,F-103,DBFDX,Bloomberg U.S. Corporate Index,10059,10065
Corporate Bond Portfolio,2011-12-20,F-103,DBFDX,Bloomberg U.S. Corporate Index,10000,10000
Emerging Markets Portfolio,2023-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,66192,66358
Emerging Markets Portfolio,2023-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,67605,68140
Emerging Markets Portfolio,2023-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,71917,72613
Emerging Markets Portfolio,2023-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,68666,68358
Emerging Markets Portfolio,2023-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,65379,65857
Emerging Markets Portfolio,2023-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,66121,66983
Emerging Markets Portfolio,2023-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,66227,67750
Emerging Markets Portfolio,2023-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,64813,65759
Emerging Markets Portfolio,2023-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,69867,70318
Emerging Markets Portfolio,2022-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,64460,65172
Emerging Markets Portfolio,2022-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,67016,66101
Emerging Markets Portfolio,2022-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,58597,57564
Emerging Markets Portfolio,2022-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,58090,59408
Emerging Markets Portfolio,2022-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,64345,67298
Emerging Markets Portfolio,2022-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,65292,67018
Emerging Markets Portfolio,2022-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,63432,67183
Emerging Markets Portfolio,2022-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,70161,71965
Emerging Markets Portfolio,2022-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,68909,71649
Emerging Markets Portfolio,2022-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,75435,75870
Emerging Markets Portfolio,2022-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,77024,77623
Emerging Markets Portfolio,2022-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,83246,80015
Emerging Markets Portfolio,2021-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,86018,81558
Emerging Markets Portfolio,2021-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,82821,80056
Emerging Markets Portfolio,2021-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,87554,83457
Emerging Markets Portfolio,2021-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,85667,82642
Emerging Markets Portfolio,2021-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,90091,86063
Emerging Markets Portfolio,2021-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,86317,83867
Emerging Markets Portfolio,2021-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,90679,89919
Emerging Markets Portfolio,2021-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,89627,89764
Emerging Markets Portfolio,2021-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,87492,87729
Emerging Markets Portfolio,2021-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,85048,85598
Emerging Markets Portfolio,2021-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,86224,86911
Emerging Markets Portfolio,2021-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,85358,86251
Emerging Markets Portfolio,2020-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,83068,83686
Emerging Markets Portfolio,2020-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,77029,77955
Emerging Markets Portfolio,2020-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,70816,71355
Emerging Markets Portfolio,2020-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,70724,69915
Emerging Markets Portfolio,2020-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,71336,71055
Emerging Markets Portfolio,2020-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,70265,69518
Emerging Markets Portfolio,2020-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,63655,63815
Emerging Markets Portfolio,2020-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,59064,59445
Emerging Markets Portfolio,2020-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,57228,58992
Emerging Markets Portfolio,2020-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,53127,54043
Emerging Markets Portfolio,2020-02-29,F-104,DBEMX ,MSCI Emerging Markets Net Index,65828,63883
Emerging Markets Portfolio,2020-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,68796,67439
Emerging Markets Portfolio,2019-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,72499,70736
Emerging Markets Portfolio,2019-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,67595,65825
Emerging Markets Portfolio,2019-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,68053,65916
Emerging Markets Portfolio,2019-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,65252,63249
Emerging Markets Portfolio,2019-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,63932,62064
Emerging Markets Portfolio,2019-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,66222,65246
Emerging Markets Portfolio,2019-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,66679,66053
Emerging Markets Portfolio,2019-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,63178,62173
Emerging Markets Portfolio,2019-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,66868,67037
Emerging Markets Portfolio,2019-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,65117,65655
Emerging Markets Portfolio,2019-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,64713,65109
Emerging Markets Portfolio,2019-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,65494,64963
Emerging Markets Portfolio,2018-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60701,59733
Emerging Markets Portfolio,2018-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,62439,61358
Emerging Markets Portfolio,2018-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60205,58930
Emerging Markets Portfolio,2018-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,64778,64551
Emerging Markets Portfolio,2018-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,66118,64895
Emerging Markets Portfolio,2018-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,68062,66699
Emerging Markets Portfolio,2018-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,66640,65265
Emerging Markets Portfolio,2018-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,69189,68094
Emerging Markets Portfolio,2018-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,72710,70596
Emerging Markets Portfolio,2018-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,74786,70909
Emerging Markets Portfolio,2018-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,75311,72253
Emerging Markets Portfolio,2018-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,79227,75746
Emerging Markets Portfolio,2017-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,73419,69919
Emerging Markets Portfolio,2017-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,71256,67496
Emerging Markets Portfolio,2017-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,70995,67361
Emerging Markets Portfolio,2017-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,69714,65079
Emerging Markets Portfolio,2017-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,69844,65339
Emerging Markets Portfolio,2017-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,68616,63913
Emerging Markets Portfolio,2017-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,65207,60318
Emerging Markets Portfolio,2017-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,64711,59717
Emerging Markets Portfolio,2017-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,62726,58002
Emerging Markets Portfolio,2017-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60533,56759
Emerging Markets Portfolio,2017-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,58705,55362
Emerging Markets Portfolio,2017-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,57321,53717
Emerging Markets Portfolio,2016-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,54396,50930
Emerging Markets Portfolio,2016-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,54263,50818
Emerging Markets Portfolio,2016-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,58589,53270
Emerging Markets Portfolio,2016-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,59055,53143
Emerging Markets Portfolio,2016-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,58045,52469
Emerging Markets Portfolio,2016-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,56957,51196
Emerging Markets Portfolio,2016-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,54308,48744
Emerging Markets Portfolio,2016-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,52702,46870
Emerging Markets Portfolio,2016-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,53350,48686
Emerging Markets Portfolio,2016-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,53298,48423
Emerging Markets Portfolio,2016-02-29,F-104,DBEMX ,MSCI Emerging Markets Net Index,47626,42764
Emerging Markets Portfolio,2016-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,47937,42834
Emerging Markets Portfolio,2015-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,50967,45806
Emerging Markets Portfolio,2015-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,52228,46850
Emerging Markets Portfolio,2015-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,53540,48752
Emerging Markets Portfolio,2015-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,51251,45506
Emerging Markets Portfolio,2015-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,52254,46917
Emerging Markets Portfolio,2015-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,56962,51583
Emerging Markets Portfolio,2015-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,59561,55425
Emerging Markets Portfolio,2015-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60074,56903
Emerging Markets Portfolio,2015-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,61718,59277
Emerging Markets Portfolio,2015-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,58636,55043
Emerging Markets Portfolio,2015-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,59150,55837
Emerging Markets Portfolio,2015-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,57403,54160
Emerging Markets Portfolio,2014-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,56838,53837
Emerging Markets Portfolio,2014-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,59929,56438
Emerging Markets Portfolio,2014-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60804,57042
Emerging Markets Portfolio,2014-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,60610,56377
Emerging Markets Portfolio,2014-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,64597,60890
Emerging Markets Portfolio,2014-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,62385,59548
Emerging Markets Portfolio,2014-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,62806,58419
Emerging Markets Portfolio,2014-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,61261,56907
Emerging Markets Portfolio,2014-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,59402,54987
Emerging Markets Portfolio,2014-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,59184,54804
Emerging Markets Portfolio,2014-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,58339,53172
Emerging Markets Portfolio,2014-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,55949,51467
Emerging Markets Portfolio,2013-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,59498,55041
Emerging Markets Portfolio,2013-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,60331,55849
Emerging Markets Portfolio,2013-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60941,56678
Emerging Markets Portfolio,2013-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,58456,54052
Emerging Markets Portfolio,2013-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,55337,50751
Emerging Markets Portfolio,2013-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,57377,51638
Emerging Markets Portfolio,2013-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,56628,51104
Emerging Markets Portfolio,2013-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60582,54579
Emerging Markets Portfolio,2013-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,61622,56016
Emerging Markets Portfolio,2013-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60466,55597
Emerging Markets Portfolio,2013-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,60327,56571
Emerging Markets Portfolio,2013-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60628,57291
Emerging Markets Portfolio,2012-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,59981,56512
Emerging Markets Portfolio,2012-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,57553,53877
Emerging Markets Portfolio,2012-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,56910,53202
Emerging Markets Portfolio,2012-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,56956,53527
Emerging Markets Portfolio,2012-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,53948,50481
Emerging Markets Portfolio,2012-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,53672,50649
Emerging Markets Portfolio,2012-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,52914,49680
Emerging Markets Portfolio,2012-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,50480,47834
Emerging Markets Portfolio,2012-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,56359,53876
Emerging Markets Portfolio,2012-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,56382,54533
Emerging Markets Portfolio,2012-02-29,F-104,DBEMX ,MSCI Emerging Markets Net Index,56979,56411
Emerging Markets Portfolio,2012-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,54131,53223
Emerging Markets Portfolio,2011-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,49906,47801
Emerging Markets Portfolio,2011-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,51726,48384
Emerging Markets Portfolio,2011-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,53552,51839
Emerging Markets Portfolio,2011-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,48503,45776
Emerging Markets Portfolio,2011-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,56211,53588
Emerging Markets Portfolio,2011-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60696,58847
Emerging Markets Portfolio,2011-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,60606,59110
Emerging Markets Portfolio,2011-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,61418,60033
Emerging Markets Portfolio,2011-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,62792,61650
Emerging Markets Portfolio,2011-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,60539,59796
Emerging Markets Portfolio,2011-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,57654,56475
Emerging Markets Portfolio,2011-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,58375,57007
Emerging Markets Portfolio,2010-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,61170,58597
Emerging Markets Portfolio,2010-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,57739,54694
Emerging Markets Portfolio,2010-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,59438,56177
Emerging Markets Portfolio,2010-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,57716,54591
Emerging Markets Portfolio,2010-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,52059,49131
Emerging Markets Portfolio,2010-07-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,52707,50105
Emerging Markets Portfolio,2010-06-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,48271,46253
Emerging Markets Portfolio,2010-05-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,48360,46595
Emerging Markets Portfolio,2010-04-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,53033,51089
Emerging Markets Portfolio,2010-03-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,52407,50477
Emerging Markets Portfolio,2010-02-28,F-104,DBEMX ,MSCI Emerging Markets Net Index,48338,46707
Emerging Markets Portfolio,2010-01-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,48382,46543
Emerging Markets Portfolio,2009-12-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,51624,49292
Emerging Markets Portfolio,2009-11-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,50256,47419
Emerging Markets Portfolio,2009-10-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,47297,45466
Emerging Markets Portfolio,2009-09-30,F-104,DBEMX ,MSCI Emerging Markets Net Index,47893,45410
Emerging Markets Portfolio,2009-08-31,F-104,DBEMX ,MSCI Emerging Markets Net Index,44073,41631
